Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_replyContent_pred
1091,"the number of likes for this review is 0. the version of the app is 33.0. i've been using this app for a while; it is simple, quick, and straightforward.",4,0,33.0,"it took 0 days 00:51:00 for the developer to reply to a user's review. we appreciate your feedback. keep enhancing your banking experience with the bankapp app. thanks, uswah.",0 days 00:51:00,3.9906633
1092,"the number of likes for this review is 0. the version of the app is 5.0. facilitate transactions, thank you bank",3,0,5.0,"it took 0 days 00:34:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore other exciting features that simplify transactions. thanks~arum",0 days 00:34:00,3.8564565
1093,the number of likes for this review is 0. the version of the app is 33.0. the superior.,4,0,33.0,"it took 0 days 00:08:00 for the developer to reply to a user's review. we are grateful that you are using the bankapp app and remind you to explore other exciting features that simplify your transactions. thanks, banu.",0 days 00:08:00,3.979906
1094,"the number of likes for this review is 0. the version of the app is 32.0. i anticipate that the application will improve with the update. verifying it should become simpler. if it remains challenging, it might be best not to pursue creating this application.",0,0,32.0,"it took 0 days 01:33:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you have encountered. to address them, please provide the problem details through whatsapp at or email bankapp.co.id. if everything is fine now, we had appreciate a -star rating from you. thanks~yuka",0 days 01:33:00,0.13729241
1095,the number of likes for this review is 0. the version of the app is nan. disappointed with the app😐,0,0,,"it took 0 days 02:24:00 for the developer to reply to a user's review. dear bank friend, we apologize for the trouble. for verification, kindly send the issue details through email at bankapp.co.id or direct message instagram , twitter , , . if everything is fine, we would appreciate a -star rating. thanks~debi",0 days 02:24:00,0.04595065
1096,the number of likes for this review is 0. the version of the app is 32.0. check the patient's then hematology.,4,0,32.0,"it took 0 days 07:08:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 07:08:00,3.962431
1097,the number of likes for this review is 0. the version of the app is 32.0. pleasant,4,0,32.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore its other enticing features that simplify transactions for bank friends. thanks, dio.",0 days 00:29:00,4.0060472
1098,the number of likes for this review is 0. the version of the app is 33.0. hurry up and finish.,4,0,33.0,"it took 0 days 15:53:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other convenient features for smoother transactions. thank you, mawar.",0 days 15:53:00,4.0178905
1099,"the number of likes for this review is 0. the version of the app is 33.0. kindly repair this application.it is extremely challenging for those of us attempting to register.issues with the network, videos, and photos.",0,0,33.0,"it took 0 days 01:52:00 for the developer to reply to a user's review. hello friend bank, sorry for any trouble you may have faced. if you encounter any issues, kindly provide the details through bank's official whatsapp at or via email at bankapp.co.id. if bankapp is working well for you, we would appreciate a -star rating. thanks~lily",0 days 01:52:00,0.00044336915
1100,the number of likes for this review is 0. the version of the app is 33.0. great easy to use,4,0,33.0,"it took 0 days 05:47:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for convenient transactions. thanks, galih.",0 days 05:47:00,4.004478
1101,the number of likes for this review is 0. the version of the app is 33.0. very satisfied,4,0,33.0,it took 1 days 17:02:00 for the developer to reply to a user's review. we appreciate you using the bankapp application and encourage you to explore the other exciting features that simplify transactions for bank friends. thanks~najwa,1 days 17:02:00,4.001136
1102,"the number of likes for this review is 0. the version of the app is 22.0. why is there no , nominal?",0,0,22.0,"it took 1 days 15:23:00 for the developer to reply to a user's review. hello bank friend, please provide the details of the issues you are facing via the official bank whatsapp number . if you have not run into any problems, we would appreciate a -star rating from you. thanks~asri",1 days 15:23:00,0.95172036
1103,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:12:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions for you. thanks~sammy",0 days 00:12:00,3.984229
1104,"the number of likes for this review is 0. the version of the app is 31.0. i was disappointed, but thank god it can be used after trying and trying🥰",4,0,31.0,"it took 0 days 00:42:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks~una",0 days 00:42:00,4.019238
1105,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,"it took 0 days 01:21:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep boosting your banking activities with the bankapp app. thanks~rida",0 days 01:21:00,4.0232363
1106,the number of likes for this review is 0. the version of the app is nan. i did not download it because it was hard to take a photo of my id.,0,0,,"it took 0 days 00:55:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, please send the problem details to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~sora",0 days 00:55:00,0.09758039
1107,the number of likes for this review is 0. the version of the app is 32.0. pleasant,4,0,32.0,it took 0 days 03:57:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; please explore other exciting features that simplify transactions for bank friends. thanks ~ rida,0 days 03:57:00,4.011117
1108,"the number of likes for this review is 0. the version of the app is 33.0. the recording part is difficult and complicates the process. despite attempts to simplify it, the application remains unclear. it is best to remove the recording part altogether.",0,0,33.0,"it took 0 days 12:37:00 for the developer to reply to a user's review. hello friend bank, i'm sorry for the issues you have encountered. for further assistance, kindly share the information that appears through the bank whatsapp service at or email bankapp.co.id. thanks~heru",0 days 12:37:00,0.13894366
1109,the number of likes for this review is 0. the version of the app is 32.0. mine is good suddenly the proof of transaction does not appear huha please dong help,2,0,32.0,"it took 0 days 07:07:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the issues you encountered. to proceed, kindly provide the problem details through bank whatsapp service at or email bankapp.co.id. thank you, erza.",0 days 07:07:00,0.15339682
1110,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 02:10:00 for the developer to reply to a user's review. thanks for the feedback. keep enhancing your banking experience with the bankapp app. regards, ulfa",0 days 02:10:00,3.8624494
1111,the number of likes for this review is 0. the version of the app is 33.0. top bangetttt,4,0,33.0,"it took 0 days 00:33:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions. thanks, sammy.",0 days 00:33:00,3.97457
1112,the number of likes for this review is 0. the version of the app is 33.0. simpler transactions at your fingertips.,4,0,33.0,"it took 0 days 01:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other useful features that simplify transactions for bank buddies. thanks, winky!",0 days 01:22:00,4.008242
1113,the number of likes for this review is 0. the version of the app is 32.0. sangat membantu,4,0,32.0,"it took 8 days 09:17:00 for the developer to reply to a user's review. hello bank friend, we appreciate the review. we hope the bankapp app simplifies your transactions. thanks~satria",8 days 09:17:00,4.0095744
1114,the number of likes for this review is 0. the version of the app is 30.0. bagus,4,0,30.0,it took 9 days 21::00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks~una,9 days 21::00,4.02021
1115,the number of likes for this review is 0. the version of the app is 33.0. so easy,4,0,33.0,it took 0 days 07:56:00 for the developer to reply to a user's review. appreciate the feedback. we hope the bankapp app simplifies your transactions. thanks~asri,0 days 07:56:00,3.9940789
1116,the number of likes for this review is 0. the version of the app is 33.0. it seems simple but actually turns out to be quite problematic; what kind of application is this?,0,0,33.0,"it took 0 days 15:27:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. for further assistance, please provide the problem details by emailing bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~ulfa",0 days 15:27:00,0.09495357
1117,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,it took 1 days 16:50:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks~najwa,1 days 16:50:00,4.004655
1118,"the number of likes for this review is 0. the version of the app is nan. install the time can not be used, payaaah !!!!",0,0,,"it took 0 days 01:31:00 for the developer to reply to a user's review. dear bank friend,",0 days 01:31:00,3.5718787
1119,the number of likes for this review is 0. the version of the app is 32.0. pleasant.,4,0,32.0,"it took 9 days 22:12:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other useful features that simplify transactions for bank friends. thanks, baron.",9 days 22:12:00,3.9860895
1120,the number of likes for this review is 0. the version of the app is 32.0. can make it easier to pay and transfer with family,4,0,32.0,"it took 0 days 01:08:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",0 days 01:08:00,4.0112653
1121,the number of likes for this review is 0. the version of the app is 33.0. i have not received the otp due to an incorrect email; what can i do?,2,0,33.0,"it took 0 days 00:12:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to further address this, kindly send a detailed message through bank's official whatsapp at or email at bankapp.co.id. if there have not been any issues, we would appreciate a -star rating from your bank friend. thanks~erza",0 days 00:12:00,0.09255764
1122,"the number of likes for this review is 0. the version of the app is 33.0. direct scanning of qris using the camera works well, but attempting to scan qris from images stored in the gallery does not work. this means qris needs to be sent to another phone to be manually photographed by the camera, which is inconvenient and embarrassing.",0,0,33.0,"it took 0 days 00:18:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the inconvenience you have encountered. to investigate further, kindly email an image of the response you received to bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks~ulfa",0 days 00:18:00,0.21895528
1123,the number of likes for this review is 0. the version of the app is 33.0. could you clarify why the 'forgot password' option is missing on this bankapp app?,2,0,33.0,"it took 0 days 10:15:00 for the developer to reply to a user's review. hello friend bank, you can now reset your bankapp password. we suggest reinstalling your bankapp app. if everything works fine for you, a -star rating from you would be appreciated. thank you~ulfa",0 days 10:15:00,1.3605087
1124,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu transaksi lebih mudah,4,0,33.0,"it took 0 days 00:33:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions. thanks, sammy.",0 days 00:33:00,4.000482
1125,the number of likes for this review is 0. the version of the app is 16.0. highly functional and secure.,4,0,16.0,it took 5 days 05:05:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app will simplify your transactions. thanks~asri,5 days 05:05:00,4.0167885
1126,the number of likes for this review is 0. the version of the app is 33.0. quite satisfactory and functional.,3,0,33.0,"it took 0 days 02:11:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional features that simplify your transactions. thanks, arum.",0 days 02:11:00,3.9196026
1127,"the number of likes for this review is 0. the version of the app is 32.0. this application was compromised, causing million rupiahs in losses, and suddenly my email and phone number were changed. thankfully, bank is willing to compensate. please implement an otp feature for every login or add fa via google authenticator or similar. how can a reputable bank allow someone to change email and phone number without visiting the bank or confirming through email or sms? what is wrong with bank's system? i am a tech-savvy individual with a similar application, but it already has two factor authentication. is not this a bank? can the data change by itself?",0,0,32.0,"it took 0 days 03:23:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you encountered. please email the problem details to bankapp.co.id for further assistance. if everything is fine now, we would greatly appreciate a -star rating from you. thanks, riyo.",0 days 03:23:00,0.1281291
1128,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,4,0,33.0,"it took 3 days 17:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; be sure to explore its other exciting features that simplify transactions. thanks, mawar.",3 days 17:18:00,4.0063286
1129,the number of likes for this review is 0. the version of the app is 33.0. extremely useful and simple.,4,0,33.0,"it took 0 days 16:04:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks ~ debi",0 days 16:04:00,3.9738338
1130,"the number of likes for this review is 0. the version of the app is 32.0. in fact, this app is excellent and handy, but it currently lacks the functionality for cardless cash withdrawals. i hope the issue gets resolved soon.",4,0,32.0,"it took 0 days 00:19:00 for the developer to reply to a user's review. hello bank friend, we appreciate you using the bankapp app. remember to explore other useful features that simplify your transactions. thanks~lena",0 days 00:19:00,4.0138135
1131,the number of likes for this review is 0. the version of the app is 33.0. simplifying tasks,4,0,33.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",0 days 00:24:00,4.0087433
1132,the number of likes for this review is 0. the version of the app is 32.0. very helpful,0,0,32.0,"it took 0 days 00:16:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. if the bankapp application is working fine, we hope your friend gives us stars. thanks, belin.",0 days 00:16:00,1.3606775
1133,"the number of likes for this review is 2. the version of the app is 33.0. please make the registration process for bankapp easier, similar to bca. only input an atm number and phone number. another issue is that bankapp registration requires an atm, but there are no atms in uker. how can people transact then?",1,2,33.0,"it took 5 days 19:53:00 for the developer to reply to a user's review. hello bank friend, bankapp registration now only needs a bank account number. therefore, a physical atm card is not necessary. thanks, diva.",5 days 19:53:00,2.7961416
1134,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,"it took 0 days 10:46:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, winky.",0 days 10:46:00,4.0099673
1135,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 15 days 18:39:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep enhancing your banking activities with the bankapp app. thanks~shima",15 days 18:39:00,3.9779077
1136,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,it took 0 days 01:26:00 for the developer to reply to a user's review. we appreciate your feedback. keep enhancing your banking experience with the bankapp app. thanks~uswah,0 days 01:26:00,3.9526618
1137,the number of likes for this review is 0. the version of the app is 32.0. very enjoyable,4,0,32.0,"it took 9 days 22:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other exciting features to simplify transactions for bank friends. thanks, baron",9 days 22:32:00,4.0024548
1138,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:34:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. regards, lily.",0 days 00:34:00,4.0116506
1139,the number of likes for this review is 0. the version of the app is 32.0. already have an account want to register bankapp error code sia what is it kbagus customers are difficult registration,4,0,32.0,"it took nan for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. please email the specifics of the problem to bankapp.co.id for further assistance. if everything is fine, we would appreciate your -star rating. thanks! ~una",,3.9643254
1140,the number of likes for this review is 3. the version of the app is 33.0. tiba tiba saldo hilang rb tapi ngak ada di riwayat transaksi atau mutasi. parah banget,0,3,33.0,"it took 0 days 01:49:00 for the developer to reply to a user's review. dear bank customers, we suggest reviewing your transaction history by printing your current account statement. if you notice any unauthorized transactions that decrease your balance, please report them via the internet banking browser service, call bank at / , or visit a bank branch for further assistance. thank you, mawar.",0 days 01:49:00,2.361098
1141,"the number of likes for this review is 0. the version of the app is 33.0. cannot open ah, how si😏",0,0,33.0,"it took 0 days 03:42:00 for the developer to reply to a user's review. hello, friend bank. sorry for the inconvenience caused. to proceed, kindly provide the information that appears through bank whatsapp service at or via email at bankapp.co.id. thanks~heru",0 days 03:42:00,0.069781475
1142,"the number of likes for this review is 0. the version of the app is nan. extremely useful, fantastic application.",4,0,,it took 5 days 19:33:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to try out other exciting features that simplify transactions. thanks~lily,5 days 19:33:00,3.991145
1143,the number of likes for this review is 0. the version of the app is 33.0. contented. each transaction is simple and straightforward. i appreciate the service from bankapp.,4,0,33.0,"it took 13 days 07::00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, baron",13 days 07::00,4.005576
1144,the number of likes for this review is 0. the version of the app is 33.0. great app,4,0,33.0,"it took 0 days 01::00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions. thanks, sammy.",0 days 01::00,3.9653308
1145,the number of likes for this review is 0. the version of the app is 23.0. what a lemotttttiii,3,0,23.0,"it took nan for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience. we would like to let you know that bankapp version is now available. please update your bankapp app and try accessing it again. if everything works fine, we would appreciate a -star rating from you. thank you.",,3.9915712
1146,the number of likes for this review is 0. the version of the app is 33.0. swimwear typically worn by women that reveals the midsection.,0,0,33.0,"it took 0 days 23:37:00 for the developer to reply to a user's review. hello bank friend, to verify the issues, kindly send the details via whatsapp at or email at bankapp.co.id. if everything is running smoothly, we would appreciate a -star rating from you. thanks~shima",0 days 23:37:00,0.28923926
1147,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 03:18:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. do not miss out on exploring other exciting features that simplify your transactions. thanks, mawar.",0 days 03:18:00,3.99006
1148,"the number of likes for this review is 0. the version of the app is 33.0. good, if you do not bankng an atm you can tf",4,0,33.0,"it took 0 days 01:44:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. keep boosting your banking activities with the bankapp app. thanks, rida.",0 days 01:44:00,3.995504
1149,the number of likes for this review is 0. the version of the app is nan. easy transaction,4,0,,"it took 0 days 20:40:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that simplify transactions for bank friends. thanks, dio.",0 days 20:40:00,4.0114026
1150,the number of likes for this review is 0. the version of the app is 33.0. very fast service,4,0,33.0,"it took 0 days 02:45:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. keep using the bankapp app and enjoy hassle-free transactions. thanks~diva",0 days 02:45:00,4.0055175
1151,the number of likes for this review is 0. the version of the app is 32.0. mantap gk ada komentar negatif.,4,0,32.0,"it took 9 days 07:05:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app simplifies your transactions. thanks~satria",9 days 07:05:00,3.9974654
1152,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 5 days 09:49:00 for the developer to reply to a user's review. thank you for the feedback. i hope the bankapp app simplifies your transactions. best, una",5 days 09:49:00,4.0149255
1153,"the number of likes for this review is 0. the version of the app is 33.0. the more sophisticated, the simpler it becomes.",4,0,33.0,"it took 0 days 01:13:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. please remember to explore other exciting features that simplify transactions for bank friends. thanks, banu.",0 days 01:13:00,3.9942799
1154,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 1 days 05:57:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback and encourage you to keep boosting your banking transactions via the bankapp app. thanks~rida",1 days 05:57:00,4.009468
1155,the number of likes for this review is 0. the version of the app is 33.0. top local options,4,0,33.0,"it took 1 days 19:56:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks, najwa.",1 days 19:56:00,3.9945
1156,"the number of likes for this review is 0. the version of the app is 33.0. it is really difficult to activate and the video recording has failed several times, the intention is to make it easier but instead it makes it difficult.",0,0,33.0,"it took 0 days 01:40:00 for the developer to reply to a user's review. hello bank friend, to allow us to verify and address the issue, kindly send a photo of the display you received to whatsapp or email bankapp.co.id. if everything is satisfactory, we hope for a -star rating from you. thank you~diva",0 days 01:40:00,0.062429212
1157,"the number of likes for this review is 0. the version of the app is 33.0. as of now, bankapp is highly gratifying. continue the good work.",4,0,33.0,"it took nan for the developer to reply to a user's review. hello bank friend, for follow-up, kindly provide the problem details through telegram at or by emailing bankapp.co.id. thanks, pinka.",,4.0103364
1158,the number of likes for this review is 0. the version of the app is 33.0. make it easier ✊,4,0,33.0,"it took 2 days 18:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional features that simplify transactions for bank friends. thanks, najwa.",2 days 18:24:00,4.0117702
1159,the number of likes for this review is 0. the version of the app is 33.0. best,4,0,33.0,it took 0 days 00:32:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers ~ chess,0 days 00:32:00,4.008368
1160,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 9 days 19:14:00 for the developer to reply to a user's review. we appreciate you choosing the bankapp app. remember to explore other exciting features for smoother transactions. thanks, yuka.",9 days 19:14:00,3.983332
1161,the number of likes for this review is 0. the version of the app is 33.0. nice,3,0,33.0,"it took 0 days 04:10:00 for the developer to reply to a user's review. thanks for the feedback. keep enhancing your banking experiences with the bankapp app. regards, najwa.",0 days 04:10:00,3.9623885
1162,the number of likes for this review is 0. the version of the app is 33.0. it is challenging. no video authentication should be viable. forward an email to customer service as well.,2,0,33.0,"it took 0 days 16:15:00 for the developer to reply to a user's review. hello bank friend, we apologize for any issues you have encountered. to investigate, please forward the received response in an image format via bank’s official whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, ulfa.",0 days 16:15:00,0.06979901
1163,the number of likes for this review is 0. the version of the app is 33.0. satisfied,4,0,33.0,"it took 0 days 01:18:00 for the developer to reply to a user's review. thank you for your feedback. we hope the bankapp app simplifies your transactions. thanks, una.",0 days 01:18:00,4.007911
1164,the number of likes for this review is 0. the version of the app is 33.0. baguse sangat membantu,4,0,33.0,it took 0 days 11:29:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out the other exciting features that simplify transactions for bank friends. thanks~winky,0 days 11:29:00,4.0081573
1165,"the number of likes for this review is 0. the version of the app is 33.0. i have nothing to add, slick 👍",4,0,33.0,it took 0 days 04:54:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to try other fascinating features that simplify transactions. thanks~lily,0 days 04:54:00,4.0120497
1166,"the number of likes for this review is 0. the version of the app is 33.0. membantu sekali,dan sangat bermanfaat",4,0,33.0,"it took 0 days 18:40:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other useful features that simplify transactions. thanks, arum.",0 days 18:40:00,3.929516
1167,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 15:31:00 for the developer to reply to a user's review. dear friend bank, i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 15:31:00,3.988919
1168,the number of likes for this review is 0. the version of the app is nan. the initial encounter is pleasant and straightforward to grasp.,4,0,,"it took 0 days 11:21:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks, lily.",0 days 11:21:00,3.997285
1169,the number of likes for this review is 0. the version of the app is 33.0. excellent job.,4,0,33.0,it took 0 days 03:48:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. muchas gracias~una,0 days 03:48:00,4.003215
1170,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 15 days 20:50:00 for the developer to reply to a user's review. hello sobat bank, we appreciate the feedback; please keep enhancing your banking experience with the bankapp app. thanks, shima",15 days 20:50:00,4.005125
1171,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 13 days 08:52:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank buddies. thanks, lena.",13 days 08:52:00,4.004813
1172,"the number of likes for this review is 0. the version of the app is 33.0. excellent, enhance the quality once more.",3,0,33.0,"it took 0 days 03:58:00 for the developer to reply to a user's review. dear bank friend, if you have no issues with the bankapp app, we would appreciate a -star rating. thank you~galih",0 days 03:58:00,2.9210353
1173,the number of likes for this review is 0. the version of the app is 33.0. make it easier,4,0,33.0,"it took 0 days 04:27:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app; please remember to explore other exciting features to simplify your transactions. thanks, shima.",0 days 04:27:00,4.001369
1174,the number of likes for this review is 0. the version of the app is 32.0. josss,4,0,32.0,"it took 9 days 03:56:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional features that simplify your transactions. thanks, bevi.",9 days 03:56:00,3.9665651
1175,"the number of likes for this review is 0. the version of the app is 33.0. it has reached the data verification phase, why do i always fail, without explaining where the verification fails, please instruct.",1,0,33.0,"it took 0 days 05:41:00 for the developer to reply to a user's review. hello bank friend, kindly provide complete details via whatsapp at or email bankapp.co.id for verification and further action. if everything is in order, we had appreciate a -star rating from your friend. thank you.~una",0 days 05:41:00,4.665606e-05
1176,the number of likes for this review is 0. the version of the app is 29.0. assist.,4,0,29.0,"it took 0 days 21:31:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, mawar.",0 days 21:31:00,3.996215
1177,"the number of likes for this review is 0. the version of the app is 33.0. it sucks to top up the bankapp balance via bankapp, the balance has been deducted but does not enter the bankapp for complaints for more than month there is no response.",0,0,33.0,"it took 0 days 00:12:00 for the developer to reply to a user's review. hello bank friend, to enable us to verify, kindly forward the report number you possess through whatsapp at or via email to bankapp.co.id. thanks~diva",0 days 00:12:00,3.2411616
1178,the number of likes for this review is 0. the version of the app is 32.0. extremely beneficial.,4,0,32.0,"it took 0 days 15:48:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other helpful features that simplify your transactions. thanks, mawar.",0 days 15:48:00,4.004262
1179,"the number of likes for this review is 0. the version of the app is 32.0. while attempting to photograph my id, the shutter button would not respond.",0,0,32.0,"it took 0 days 16:46:00 for the developer to reply to a user's review. hello bank friend, we are sorry for any inconvenience caused. for further assistance, please email the details of the issue to bankapp.co.id. if everything is working fine, we would appreciate a -star rating from you. thanks~sora",0 days 16:46:00,0.15294081
1180,the number of likes for this review is 0. the version of the app is 32.0. is the best,4,0,32.0,"it took 0 days 00:05:00 for the developer to reply to a user's review. thank you for the feedback, friend bank. i hope the bankapp app simplifies your transactions. thanks, belin.",0 days 00:05:00,3.9768853
1181,the number of likes for this review is 1. the version of the app is 32.0. bankapp is extremely useful; the transactions are banksk and highly satisfactory.,4,1,32.0,"it took 0 days 13:46:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. regards, mawar",0 days 13:46:00,3.996412
1182,the number of likes for this review is 0. the version of the app is 33.0. allow the stars to communicate.,4,0,33.0,it took 0 days 00:25:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore the other exciting features designed to simplify transactions for bank friends. thanks ~ banu,0 days 00:25:00,3.9903672
1183,the number of likes for this review is 0. the version of the app is 22.0. pleasant,4,0,22.0,"it took 0 days 00:40:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",0 days 00:40:00,4.011299
1184,"the number of likes for this review is 0. the version of the app is 33.0. bankapp is right"" realizing dreams easily.thank you bank.",4,0,33.0,"it took 0 days 00:40:00 for the developer to reply to a user's review. hello friend bank, thank you for using bankapp; let us simplify your daily transactions. thanks, bevi.",0 days 00:40:00,3.885283
1185,the number of likes for this review is 0. the version of the app is nan. extremely useful.,4,0,,"it took 0 days 03:27:00 for the developer to reply to a user's review. hello friend bank, we appreciate the review. this feedback helps us enhance the bankapp application to better serve our customers' needs and comfort. thanks, erza",0 days 03:27:00,3.9061663
1186,"the number of likes for this review is 0. the version of the app is 33.0. extremely useful for conducting transactions, with a swift and simple procedure.",4,0,33.0,"it took 0 days 08:42:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other convenient features for seamless transactions. regards, mawar",0 days 08:42:00,4.0052867
1187,the number of likes for this review is 0. the version of the app is 33.0. quick and easy to use,3,0,33.0,"it took 0 days 03:50:00 for the developer to reply to a user's review. hello bank friend, thanks for choosing bankapp; let us simplify and streamline your everyday transactions. thanks~bevi",0 days 03:50:00,3.9439814
1188,the number of likes for this review is 0. the version of the app is 31.0. useful for verifying your balance and adding credit.,4,0,31.0,"it took 1 days 21:42:00 for the developer to reply to a user's review. dear bank friend, thank you for your feedback. we hope the bankapp app simplifies your transactions. thanks~belin",1 days 21:42:00,3.949407
