Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
2346,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 03:48:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. be sure to explore other exciting features to simplify your transactions. thanks~diva",0 days 03:48:00,3.9886794
2347,the number of likes for this review is 0. the version of the app is 28.0. streamline and streamline pbagusonamah.,4,0,28.0,"it took 0 days 16:26:00 for the developer to reply to a user's review. hello friend bank, we appreciate your review. keep using the bankapp app and take advantage of the easy transactions. thanks, rida.",0 days 16:26:00,3.9729483
2348,"the number of likes for this review is 0. the version of the app is 33.0. it used to work properly, but now it is malfunctioning.",4,0,33.0,"it took nan for the developer to reply to a user's review. good evening everyone. we are sorry for any trouble caused. for follow-up and verification, please report the issues via email at bankapp.co.id or send a message through telegram at . thank you~pandi",,3.9848516
2349,the number of likes for this review is 0. the version of the app is 33.0. extremely useful and simple to deal with,4,0,33.0,"it took 0 days 18:49:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to explore other exciting features that simplify transactions. thanks! ~mawar",0 days 18:49:00,3.9817288
2350,the number of likes for this review is 0. the version of the app is nan. it is hard to enter it fails continuously,0,0,,"it took 1 days 15:39:00 for the developer to reply to a user's review. hello bank friend, kindly provide full details through whatsapp at or email bankapp.co.id for verification and further action. if everything goes smoothly, we hope for a -star rating from you. thanks~una",1 days 15:39:00,0.046319354
2351,the number of likes for this review is 0. the version of the app is 33.0. mntab,4,0,33.0,"it took 8 days 08:08:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. i hope the bankapp app simplifies transactions. thanks~sammy",8 days 08:08:00,3.9789262
2352,the number of likes for this review is 0. the version of the app is 32.0. bankapp mantap,4,0,32.0,"it took 0 days 01:16:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other great features that simplify transactions for bank friends. thanks, una.",0 days 01:16:00,4.0067234
2353,the number of likes for this review is 0. the version of the app is 33.0. numerous excellent promotions,4,0,33.0,"it took 12 days 21:19:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features that simplify transactions. thanks, lily.",12 days 21:19:00,3.9891338
2354,the number of likes for this review is 0. the version of the app is 32.0. excellent and straightforward service.,4,0,32.0,"it took 0 days 22:01:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, asri.",0 days 22:01:00,3.9849143
2355,the number of likes for this review is 0. the version of the app is 33.0. easier to make transactions,4,0,33.0,"it took 0 days 01:57:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions. thanks~sammy",0 days 01:57:00,3.9898558
2356,the number of likes for this review is 0. the version of the app is 33.0. 👍,3,0,33.0,"it took 0 days 03:14:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. if bankapp works well for you, we had appreciate a -star rating. thanks, heru.",0 days 03:14:00,2.7637103
2357,"the number of likes for this review is 2. the version of the app is 33.0. previously, i was unhappy with the app, but now with numerous new features, transactions are easier. earlier, i could not cancel cash withdrawal transactions, but now i can, and there are many other useful features. as a suggestion, it would be great if cash withdrawals could go up to million as per the listed atm limit. i hope it continues to improve. best of luck!",4,2,33.0,"it took nan for the developer to reply to a user's review. dear bank friends, kindly review the report via the bankapp app under the help center menu, the official bank whatsapp number at , or by emailing bankapp.co.id. if everything is satisfactory and you have not encountered any issues, we would appreciate a -star rating. thank you~ulfa",,3.9894042
2358,the number of likes for this review is 0. the version of the app is 33.0. useful.,4,0,33.0,"it took 2 days 18:06:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions. thanks, najwa.",2 days 18:06:00,3.993334
2359,the number of likes for this review is 0. the version of the app is 32.0. good,3,0,32.0,"it took 0 days 03:06:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us simplify and streamline your everyday transactions. thanks~bevi",0 days 03:06:00,3.8947618
2360,the number of likes for this review is 0. the version of the app is 33.0. easy convenient safe,4,0,33.0,"it took 0 days 00:32:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks, arum.",0 days 00:32:00,3.9604528
2361,the number of likes for this review is 0. the version of the app is 33.0. quite good.,4,0,33.0,"it took 0 days 02:54:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other helpful features to make transactions simpler. thanks, banu.",0 days 02:54:00,3.9767475
2362,the number of likes for this review is 0. the version of the app is 33.0. effortless and quick in operations.,4,0,33.0,"it took 0 days 00:18:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features to simplify transactions. thanks, mawar.",0 days 00:18:00,3.9790423
2363,the number of likes for this review is 0. the version of the app is 17.0. sering eror,0,0,17.0,"it took 0 days 09:22:00 for the developer to reply to a user's review. dear bank friend, if you encounter any issues, kindly email the details to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~mawar",0 days 09:22:00,0.17580843
2364,the number of likes for this review is 0. the version of the app is 33.0. the official app of bank bank is straightforward and has a wide range of features.,4,0,33.0,"it took 9 days 19:49:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other exciting features for smoother transactions. thanks, yuka.",9 days 19:49:00,3.9914505
2365,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 13:28:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, debi",0 days 13:28:00,3.969865
2366,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 0 days 00:20:00 for the developer to reply to a user's review. hello friend bank, i appreciate your review. keep using the bankapp app to enjoy easy transactions. thanks, diva",0 days 00:20:00,3.9495974
2367,the number of likes for this review is 0. the version of the app is 33.0. the star that speaks.,4,0,33.0,"it took 0 days 00:03:00 for the developer to reply to a user's review. we appreciate your feedback; keep enhancing your banking experiences with the bankapp app. many thanks, uswah.",0 days 00:03:00,3.9543738
2368,the number of likes for this review is 0. the version of the app is nan. bankapp significantly speeds up my transactions without any issues. it is consistently the best option. 🥰👍👍,4,0,,"it took 0 days 17:46:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other fascinating features that simplify transactions. thanks~diva",0 days 17:46:00,3.982456
2369,the number of likes for this review is 0. the version of the app is 33.0. very helpful,3,0,33.0,"it took 0 days 05:49:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~mia",0 days 05:49:00,3.936707
2370,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 0 days 01:20:00 for the developer to reply to a user's review. i appreciate your feedback. hopefully, the bankapp app will facilitate your transactions. thanks, una.",0 days 01:20:00,4.000599
2371,the number of likes for this review is 0. the version of the app is 32.0. fast enough,4,0,32.0,"it took 0 days 03:24:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, ulfa.",0 days 03:24:00,3.9541752
2372,the number of likes for this review is 0. the version of the app is nan. baru buka isi saldo udah di blbagusir hadehhhh,0,0,,"it took 0 days 00:22:00 for the developer to reply to a user's review. bank friends, if your internet banking or bankapp account has been deactivated but you still recall your user id and email, please reactivate it by using the ""forgot password"" option. if everything goes smoothly, we would appreciate a -star rating from you. thanks~lena",0 days 00:22:00,0.9174669
2373,the number of likes for this review is 0. the version of the app is 32.0. baguse,4,0,32.0,"it took 0 days 03:54:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 03:54:00,3.9814627
2374,"the number of likes for this review is 0. the version of the app is 33.0. thank god, everything has gone smoothly so far without any issues. hopefully, it will keep going smoothly.",4,0,33.0,it took 0 days 00:43:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other exciting features that simplify transactions for bank friends. thanks~winky,0 days 00:43:00,3.993203
2375,the number of likes for this review is 0. the version of the app is nan. josss bankapp,4,0,,"it took 5 days 08:23:00 for the developer to reply to a user's review. i appreciate your feedback. i hope that the bankapp app will simplify your transactions. thanks, una.",5 days 08:23:00,3.9916615
2376,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,4,0,33.0,"it took 0 days 11:00:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks ~ debi",0 days 11:00:00,3.9864655
2377,the number of likes for this review is 0. the version of the app is 33.0. swift and precise,4,0,33.0,"it took 0 days 00:10:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions for you. thanks~riyo",0 days 00:10:00,3.976284
2378,the number of likes for this review is 0. the version of the app is 33.0. the performance of bank mencil pq juna's security guard is excellent. 👍👍👍,4,0,33.0,"it took 0 days 00::00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features for smoother transactions. thanks, galih.",0 days 00::00,3.9759278
2379,the number of likes for this review is 0. the version of the app is nan. thanks bankapp all transactions have become easier,4,0,,"it took 16 days 04:26:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, uswah.",16 days 04:26:00,4.0022163
2380,the number of likes for this review is 0. the version of the app is nan. ways to determine if you forgot to check your balance.,2,0,,"it took 0 days 11:53:00 for the developer to reply to a user's review. hello friend bank, we apologize for the issues you encountered. the usual bankapp network is functional for transactions, and please ensure you have the latest version of bankapp. for further assistance, send the problem details via whatsapp to or email bankapp.co.id. if everything is working fine, we would appreciate a -star rating from you. thanks~dio",0 days 11:53:00,0.1617002
2381,the number of likes for this review is 0. the version of the app is nan. i'm grateful it turned out fine.,4,0,,"it took 0 days 18:58:00 for the developer to reply to a user's review. hello friend bank! we appreciate your use of the bankapp app. remember to explore the other exciting features that simplify your transactions. thanks, rida.",0 days 18:58:00,3.993367
2382,the number of likes for this review is 0. the version of the app is 33.0. baguse,4,0,33.0,"it took 0 days 01:19:00 for the developer to reply to a user's review. thanks for utilizing the bankapp app. remember to explore other cool features that simplify transactions for bank friends. cheers, winky.",0 days 01:19:00,4.007857
2383,the number of likes for this review is 0. the version of the app is 33.0. the application is good.,4,0,33.0,it took 0 days 21:00:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app; remember to explore other exciting features that simplify transactions for bank friends. thanks~ najwa,0 days 21:00:00,3.9826157
2384,"the number of likes for this review is 0. the version of the app is 33.0. the transaction did not go through, yet the amount was still taken from the account. what is going on?",2,0,33.0,"it took 0 days 05:45:00 for the developer to reply to a user's review. we are sorry for the trouble caused. to follow up, please report through the latest version of bankapp, choose the account menu > help center > file a complaint > transfer failure, send a message via internet banking, call contact bank at /, or visit the nearest bank branch with your passbook, atm card, and e-ktp. thanks, uswah.",0 days 05:45:00,0.49323875
2385,"the number of likes for this review is 0. the version of the app is 33.0. signing up was extremely challenging, constantly failing at recording videos. he intended to use bankapp effortlessly, but it was complicated instead.",0,0,33.0,"it took 0 days 23:14:00 for the developer to reply to a user's review. hello bank friend, to allow us to verify and address your issue, kindly send a picture of the display through whatsapp at or email bankapp.co.id. if everything is satisfactory, we hope you will give us a -star rating. thanks~diva",0 days 23:14:00,0.18023695
2386,the number of likes for this review is 0. the version of the app is 33.0. it is evident that this application is extremely useful.,4,0,33.0,"it took 0 days 00:42:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out the other exciting features to make your transactions easier. thanks, galih",0 days 00:42:00,3.9910336
2387,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 0 days 00:07:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. best, tika.",0 days 00:07:00,3.9869492
2388,"the number of likes for this review is 0. the version of the app is 33.0. recently, bankapp has been performing poorly; logging in is extremely difficult. it severely tests one's patience, and making transactions becomes challenging because of the login issues and weak signal, while other apps work fine. often, transactions cannot be completed, prompting users to retry repeatedly with the same outcome. please review and enhance the quality.",0,0,33.0,"it took 0 days 11:20:00 for the developer to reply to a user's review. dear bank friend, we are informing you that the bankapp application network is functioning normally. please try again periodically, ensure your internet connection is stable, and confirm that you are using the latest version of the bankapp app. if everything works smoothly, we would appreciate a -star rating from you. thank you~ galih",0 days 11:20:00,0.17149787
2389,the number of likes for this review is 0. the version of the app is 33.0. bank really helped me in every aspect of my life.,4,0,33.0,it took 0 days 00:09:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore the other exciting features that simplify transactions. thanks!~una,0 days 00:09:00,3.9855185
2390,the number of likes for this review is 0. the version of the app is nan. this vault is secure.,4,0,,"it took 0 days 00:09:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. keep using the bankapp app for convenient transactions. thanks~diva",0 days 00:09:00,4.0050664
2391,the number of likes for this review is 0. the version of the app is 32.0. transfer ke ovo dana ga bisa,3,0,32.0,"it took 0 days 00:40:00 for the developer to reply to a user's review. hello, friend bank. we appreciate you using the bankapp app, and remember to explore more exciting features for simpler transactions. thanks~sora",0 days 00:40:00,3.9822993
2392,the number of likes for this review is 0. the version of the app is 23.0. sip la,1,0,23.0,"it took 0 days 00:02:00 for the developer to reply to a user's review. thank you for the feedback. we hope that the bankapp app simplifies your transactions. if you find bankapp easy to use, we look forward to your -star rating. thanks, johan.",0 days 00:02:00,2.803919
2393,"the number of likes for this review is 0. the version of the app is 33.0. it is quite frustrating. after a transaction, there is no transfer; the balance is deducted but the recipient has not received the funds. the reason is the account is frozen. last month, it was k; now it is down to k. contacting bank is troublesome, with a lot of explanations needed. is there any support available at bank?",0,0,33.0,"it took 0 days 10:00:00 for the developer to reply to a user's review. dear friend, if you encounter any issues, kindly email the details to bankapp.co.id. if everything is fine, we had appreciate a -star rating from you. thank you.~mawar",0 days 10:00:00,0.24384888
2394,the number of likes for this review is 0. the version of the app is 33.0. why is it that transactions without the card cannot be completed after the update?,2,0,33.0,"it took 0 days 11:25:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience you’ve encountered. to proceed, please email a photo of the response received to bankapp.co.id. if everything is fine, a -star rating from you would be appreciated. thanks, ulfa",0 days 11:25:00,0.11349062
2395,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,it took 0 days 07:12:00 for the developer to reply to a user's review. thank you for the feedback. we hope that the bankapp app simplifies your transactions. thanks~asri,0 days 07:12:00,3.986237
2396,the number of likes for this review is 0. the version of the app is nan. tidak bisa didownload,0,0,,"it took 0 days 01:48:00 for the developer to reply to a user's review. hello, friend bank! we are sorry for any inconvenience you experienced during your transaction. to address this matter, please send all the necessary details to whatsapp or email bankapp.co.id. if everything is fine, we had appreciate a -star rating. thanks~diva",0 days 01:48:00,0.09284534
2397,"the number of likes for this review is 0. the version of the app is 33.0. sign-up was unsuccessful; following the instructions did not help, as it continued to fail repeatedly, making it a frustrating process.",0,0,33.0,"it took 0 days 00:25:00 for the developer to reply to a user's review. dear customer, we apologize for any inconvenience caused. for further assistance, please provide the error message through bank's whatsapp service at or email bankapp.co.id. thank you - heru.",0 days 00:25:00,0.25170377
2398,the number of likes for this review is 0. the version of the app is 32.0. pleasant.,4,0,32.0,"it took 15 days 19:16:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app will simplify your transactions. cheers, lily",15 days 19:16:00,3.9478402
2399,the number of likes for this review is 0. the version of the app is 33.0. acceptable quality.,4,0,33.0,"it took 0 days 17:44:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. remember to use the bankapp app for hassle-free transactions. thanks, diva.",0 days 17:44:00,3.9384103
2400,the number of likes for this review is 0. the version of the app is 33.0. good makes it easier for me to do business thank you,4,0,33.0,"it took 0 days 00:05:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, lily.",0 days 00:05:00,3.9723532
2401,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 06:29:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app; let us simplify and streamline your daily transactions. thanks~mia",0 days 06:29:00,3.9502437
2402,"the number of likes for this review is 1. the version of the app is 33.0. sudah lumayan bagus aplikasinya tdk seperti dulu lagi yg akunnya selalu terblbagusir meskipun tdk pernah utak-atik aplikasi dan password cuma sisa pbagusbagus pinjaman yg belum bisa terbaca di menu pinjaman, klu sisa pbagusbagus pinjaman yg di bank bisa terbaca pasti lebih bagus krn dpt mengetahui sisa pbagusbagus pinjaman kita di bank shg dpt disiapkan dana utk melunasinya.",3,1,33.0,"it took 6 days 03:52:00 for the developer to reply to a user's review. hello bank friends, thanks for the feedback. this helps us improve the bankapp app. remember to check out other cool features that simplify transactions for bank buddies. if everything works well, we had appreciate stars from you. thanks, rida",6 days 03:52:00,3.560283
2403,the number of likes for this review is 0. the version of the app is nan. very satisfactory,3,0,,"it took 0 days 02:51:00 for the developer to reply to a user's review. hello friend bank, thanks for utilizing bankapp. let us streamline and simplify your everyday transactions. thanks~bevi",0 days 02:51:00,3.9263742
2404,the number of likes for this review is 0. the version of the app is nan. the application is completely useless. verifying videos is impossible.,0,0,,"it took 1 days 18:03:00 for the developer to reply to a user's review. friend bank, we apologize for any inconvenience you may have faced. to assist you further, please send us an image of the response you got through bank's official whatsapp number . if everything is fine, we would appreciate a -star rating from you. thanks~asri",1 days 18:03:00,0.37697163
2405,the number of likes for this review is 0. the version of the app is 33.0. better simpler.,4,0,33.0,"it took 0 days 05:58:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to try out its other exciting features for smoother transactions. thanks, mawar.",0 days 05:58:00,3.9591002
2406,the number of likes for this review is 0. the version of the app is 32.0. extremely useful to utilize bankapp.,4,0,32.0,"it took 0 days 00:31:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions. thanks, banu",0 days 00:31:00,3.9871912
2407,"the number of likes for this review is 0. the version of the app is 33.0. whenever i try to make a transaction, i see the message ""transaction exceeds the limit, and there is a code."" this app is becoming terrible and disappointing.",1,0,33.0,"it took 1 days 03:19:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience. kindly provide the problem details either through email at bankapp.co.id or via direct message on instagram , twitter , , or . if everything is resolved satisfactorily, we appreciate a -star rating from our friends at bank. thanks~belin",1 days 03:19:00,0.16149743
2408,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,it took 0 days 00:36:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. please remember to explore other exciting features that simplify transactions for bank friends. thanks~una,0 days 00:36:00,3.9894416
2409,the number of likes for this review is 0. the version of the app is 33.0. why bankapp cannot withdraw cash when it is already d. apdate,0,0,33.0,"it took 0 days 13:50:00 for the developer to reply to a user's review. bank friend, if you encounter any issues, kindly email the problem details to bankapp.co.id. if everything is fine, we hope for a -star rating from you. thanks~mawar",0 days 13:50:00,0.15214682
2410,the number of likes for this review is 0. the version of the app is 32.0. very useful in the digital world,4,0,32.0,"it took 5 days 23:03:00 for the developer to reply to a user's review. we appreciate your review. we hope the bankapp app simplifies your transactions. thanks, chess.",5 days 23:03:00,3.9516132
2411,the number of likes for this review is 0. the version of the app is 33.0. bankapp is the greatest.,4,0,33.0,"it took 5 days 05:06:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, asri.",5 days 05:06:00,3.9853294
2412,the number of likes for this review is 0. the version of the app is 33.0. really helpful,3,0,33.0,"it took 0 days 06:47:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that simplify transactions for bank friends. thanks, ulfa.",0 days 06:47:00,3.9899268
2413,the number of likes for this review is 0. the version of the app is 32.0. extremely helpful,4,0,32.0,"it took 0 days 17:01:00 for the developer to reply to a user's review. hello friend bank, thank you for the feedback. continue using the bankapp app for seamless transactions. thanks~diva",0 days 17:01:00,3.9818916
2414,"the number of likes for this review is 0. the version of the app is 32.0. i am frustrated with bankapp; simply trying to register is difficult due to invalid links, and recording videos consistently fails.",0,0,32.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. bank friends, ensure the video quality is adequate when performing face verification, avoiding overly bankght, backlit, or dim conditions. if issues persist, please email the details to bankapp.co.id. if everything works well, we appreciate a -star rating from you. thanks~bevi",0 days 00:35:00,0.13039672
2415,the number of likes for this review is 0. the version of the app is 33.0. it is less difficult.,4,0,33.0,"it took 1 days 06:20:00 for the developer to reply to a user's review. hello bank friend, we appreciate you using the bankapp app and remember to explore its other exciting features for convenient transactions. thanks~rida",1 days 06:20:00,3.9722583
2416,the number of likes for this review is 0. the version of the app is 32.0. the hassle of registering from home,0,0,32.0,"it took 0 days 15:13:00 for the developer to reply to a user's review. hello bank friend, we apologize for any issues during your transaction. to address this, kindly provide detailed information via whatsapp at or email bankapp.co.id. if everything is resolved, we would appreciate a -star rating from your bank friend. thanks~diva",0 days 15:13:00,0.22413103
2417,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 0 days 08:23:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other useful features that simplify transactions. thanks, lily.",0 days 08:23:00,3.9604735
2418,the number of likes for this review is 0. the version of the app is 33.0. streamline operations and avoid wasting time in lines.,4,0,33.0,it took 0 days 00:46:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other cool features that simplify transactions for bank friends. thanks~winky,0 days 00:46:00,3.989555
2419,the number of likes for this review is 0. the version of the app is 33.0. mantab,4,0,33.0,it took 0 days 21:05:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks~najwa,0 days 21:05:00,3.9890852
2420,"the number of likes for this review is 1. the version of the app is 11.0. after reinstalling, limited daily transfer limit, after contacting cs bank via instgram (which has a blue flag) when he gets a reply, message transfered to wa, after sending the link, bankapp account in bobol, money in account in bobol peretas, bank security system is bad, bank cs hub also the same.",1,1,11.0,"it took 0 days 12:30:00 for the developer to reply to a user's review. dear bank customer, we apologize for any inconvenience caused. to investigate, please share the response you received as an image through bank's official whatsapp at . if everything has been satisfactory, we would appreciate a -star rating from you. thank you~asri",0 days 12:30:00,0.13971595
2421,the number of likes for this review is 0. the version of the app is nan. it cannot be downloaded clearly,0,0,,"it took 0 days 00:27:00 for the developer to reply to a user's review. dear bank customer, we are sorry for the inconvenience. please provide the relevant information through bank whatsapp at or email bankapp.co.id for further assistance. thank you, heru.",0 days 00:27:00,0.17132945
2422,"the number of likes for this review is 0. the version of the app is 33.0. praise be to god, it is becoming simpler for business operations to go seamlessly.",3,0,33.0,"it took 0 days 10::00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to check out the other exciting features that simplify transactions. thanks~ sora",0 days 10::00,3.987742
2423,"the number of likes for this review is 0. the version of the app is 33.0. what if we enhance this app to function like a detailed savings book? it should show the remaining balance before each transaction or cash withdrawal, so users are aware of their previous balance and do not have to ask, ""what was my balance?""",3,0,33.0,"it took 0 days 08:09:00 for the developer to reply to a user's review. we appreciate your feedback. it helps us to improve the bankapp app to enhance customer convenience and comfort. we hope the bankapp app will simplify your transactions. thanks, tika",0 days 08:09:00,3.9278703
2424,the number of likes for this review is 0. the version of the app is 32.0. very easy for customers,4,0,32.0,"it took 0 days 00:28:00 for the developer to reply to a user's review. hello bank friend, we appreciate you using the bankapp app; let us simplify and streamline your daily transactions. thanks~mia",0 days 00:28:00,3.9874563
2425,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 17:14:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore other exciting features that simplify transactions. thanks, mawar.",0 days 17:14:00,3.9659317
2426,"the number of likes for this review is 0. the version of the app is 33.0. gk jelas ini aplikasi di struk gagal trf tapi dana saya kepotong juta.saya buat pengaduan jwb nya sukses.klau sukses struk nya jgn bikin gagal dong bikin rugi orang aja,sistem nya yg benar jgan begitu.hati hati trf ama aplikasi ini gk jls",0,0,33.0,"it took 0 days 00:56:00 for the developer to reply to a user's review. we regret any inconvenience caused. if you had like to report a failed transaction that has affected your account balance, you can do so through the bankapp app by navigating to the account menu, then help center, and selecting file a complaint. if everything is satisfactory, we hope to receive a -star rating from our valued bank customers. thank you, debi.",0 days 00:56:00,0.29188895
2427,the number of likes for this review is 0. the version of the app is 33.0. extremely useful in providing service and highly effective.,4,0,33.0,"it took 0 days 00:37:00 for the developer to reply to a user's review. appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 00:37:00,3.9854107
2428,the number of likes for this review is 0. the version of the app is nan. siiiiip,3,0,,"it took 1 days 19:19:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us simplify and streamline your daily transactions. thanks, bevi.",1 days 19:19:00,3.8932328
2429,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 0 days 13:22:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, una.",0 days 13:22:00,3.9570417
2430,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 01:26:00 for the developer to reply to a user's review. hello bank user, thanks for choosing the bankapp app, and remember to explore other useful features that simplify transactions. thanks~dio",0 days 01:26:00,3.9484448
2431,the number of likes for this review is 0. the version of the app is 32.0. 👍👍,4,0,32.0,it took 3 days 17:36:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other convenient features for seamless transactions. thanks~mawar,3 days 17:36:00,3.9863384
2432,the number of likes for this review is 0. the version of the app is nan. that beverage is of high quality.,4,0,,"it took 0 days 00:18:00 for the developer to reply to a user's review. hello friend bank, we appreciate you utilizing bankapp. let us streamline and simplify your daily transactions. thanks~bevi",0 days 00:18:00,3.978055
2433,the number of likes for this review is 0. the version of the app is 33.0. i request the cancellation of the working capital credit loan under the name bagusta wahyudi because i did not take out a loan at bank.,4,0,33.0,"it took 1 days 04:01:00 for the developer to reply to a user's review. hello friend bank, thank you for your feedback. we apologize for any inconvenience caused. for verification, please share the response displayed as an image via bank's official whatsapp at or email at bankapp.co.id. thanks, ~rida",1 days 04:01:00,3.1930437
2434,the number of likes for this review is 0. the version of the app is 33.0. lancar,4,0,33.0,"it took 8 days 05:52:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features for smoother transactions. thanks, banu.",8 days 05:52:00,3.9884462
2435,the number of likes for this review is 0. the version of the app is 33.0. make it easier,4,0,33.0,"it took 9 days 15:33:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",9 days 15:33:00,3.9712806
2436,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 1 days 22:14:00 for the developer to reply to a user's review. dear friend bank, thank you for your feedback. we hope the bankapp app will simplify your transactions. thanks, belin.",1 days 22:14:00,3.9683504
2437,the number of likes for this review is 0. the version of the app is 33.0. the make face video feature consistently malfunctions for mulu. please enhance the application once more. i rate it stars. this bankapp application truly tries our patience.,2,0,33.0,"it took 0 days 08:57:00 for the developer to reply to a user's review. hello, bank friends. if you encounter any issues, you can report the error by sending an image through whatsapp at or email at bankapp.co.id. the bankapp app has recently been enhanced. we would appreciate a -star review from bank friends. thanks, tika.",0 days 08:57:00,0.28315103
2438,the number of likes for this review is 0. the version of the app is 32.0. top,4,0,32.0,"it took 0 days 15:51:00 for the developer to reply to a user's review. thank you for using the bankapp app, and be sure to explore other exciting features that simplify transactions. thanks, mawar.",0 days 15:51:00,3.996252
