Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,roberta_review_pred
1227,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 15 days 23:10:00 for the developer to reply to a user's review. thanks for your feedback. we hope the bankapp app will simplify your transactions. best, una.",15 days 23:10:00,3.7919505
1228,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 4 days 00:11:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep enhancing your banking activities through the bankapp app. thanks, rida",4 days 00:11:00,3.9018674
1229,the number of likes for this review is 0. the version of the app is nan. great application,4,0,,"it took 0 days 01:35:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other helpful features for easier transactions. thanks, arum",0 days 01:35:00,4.042899
1230,the number of likes for this review is 0. the version of the app is 33.0. instan 👌,4,0,33.0,"it took 0 days 00:46:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app; be sure to explore its other exciting features that simplify transactions. thanks, dio.",0 days 00:46:00,3.7553658
1231,the number of likes for this review is 0. the version of the app is 33.0. very helpful in my work,4,0,33.0,"it took 0 days 07:44:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app will simplify your transactions. thanks, asri.",0 days 07:44:00,3.9826052
1232,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 20::00 for the developer to reply to a user's review. hello, bank friend! thanks for your feedback. we hope the bankapp app simplifies transactions for bank buddy. cheers, sammy.",0 days 20::00,3.8371634
1233,"the number of likes for this review is 0. the version of the app is nan. an appropriate cap is million, but shakira might be worth hundreds of millions for one transfer.",3,0,,"it took 0 days 05:19:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. if everything is working well for you, we would love a -star rating. thanks~priska",0 days 05:19:00,2.850085
1234,"the number of likes for this review is 0. the version of the app is 33.0. the bank bank in indonesia has malfunctioned. how did this happen? reversals take up to minutes. many insiders involved in this bank do not believe it. you can email me, and i'll provide evidence that will reveal the truth about bank.",0,0,33.0,"it took 0 days 04:50:00 for the developer to reply to a user's review. dear bank friend, we apologize for any issues you have encountered. for further assistance, please send a detailed message through bank's official whatsapp at or via email at bankapp.co.id. if everything is fine, we would appreciate a -star rating. thank you~fadi",0 days 04:50:00,0.27692705
1235,"the number of likes for this review is 0. the version of the app is 32.0. i have failed to create a bankapp account for the third time. the registration process went smoothly, but when i tried to log in, it said the username or password was incorrect. i'm exhausted, please help!",0,0,32.0,"it took 0 days 20:01:00 for the developer to reply to a user's review. dear bank friend, we are sorry for the issues you have encountered. to resolve them, kindly send a detailed message through bank's official whatsapp number or via email at bankapp.co.id. if everything is fine, please rate us stars. thank you, fadi.",0 days 20:01:00,0.41987807
1236,the number of likes for this review is 1. the version of the app is 32.0. complete the credit information to avoid issues.,0,1,32.0,"it took 0 days 13:14:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience caused. for further assistance, please submit a report through the latest version of the bankapp app by navigating to the account menu > help center > file a complaint. if there are no issues, we would greatly appreciate a -star rating. thank you, belin",0 days 13:14:00,3.4841316
1237,the number of likes for this review is 0. the version of the app is 33.0. the application is getting more and more long-winded,0,0,33.0,"it took 0 days 13:31:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. for further assistance, kindly provide the details via bank's whatsapp service at or email bankapp.co.id. thank you, una.",0 days 13:31:00,0.13897224
1238,the number of likes for this review is 0. the version of the app is nan. good steady,4,0,,"it took 0 days 02:19:00 for the developer to reply to a user's review. thanks for choosing the bankapp app, and remember to explore other exciting features that simplify your transactions. regards, mawar.",0 days 02:19:00,3.8849273
1239,the number of likes for this review is 0. the version of the app is 32.0. mantul,4,0,32.0,it took 8 days 04:30:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. thanks~una,8 days 04:30:00,3.7770393
1240,the number of likes for this review is 0. the version of the app is nan. msntap,3,0,,"it took 0 days 18:12:00 for the developer to reply to a user's review. thanks for your feedback. we hope the bankapp app will simplify your transactions. regards, ulfa",0 days 18:12:00,3.9482772
1241,the number of likes for this review is 0. the version of the app is nan. her gossip,4,0,,"it took 3 days 17:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. do not miss out on our other exciting features that simplify transactions. thanks, mawar.",3 days 17:06:00,0.58637226
1242,the number of likes for this review is 0. the version of the app is 33.0. why does it frequently fail?,0,0,33.0,"it took 0 days 20:40:00 for the developer to reply to a user's review. dear bank customer, we would like to inform you that the bankapp application network is operating normally. please try again periodically, ensure your internet connection is stable, and that you are using the latest version of the bankapp app. if everything is functioning well, we would appreciate a -star rating from you. thank you, galih",0 days 20:40:00,0.88981366
1243,the number of likes for this review is 0. the version of the app is 33.0. prompt and timely transfer duration.,4,0,33.0,"it took 0 days 11:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks, lily.",0 days 11:06:00,3.9365516
1244,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 01:30:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks, ulfa",0 days 01:30:00,3.9040527
1245,"the number of likes for this review is 0. the version of the app is 32.0. excellent, straightforward, and quick.",4,0,32.0,"it took 0 days 09:04:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to try out our other exciting features for hassle-free transactions. thanks, galih.",0 days 09:04:00,3.9309812
1246,the number of likes for this review is 0. the version of the app is 33.0. 👍,4,0,33.0,"it took 3 days 15:39:00 for the developer to reply to a user's review. we appreciate your feedback. we hope that the bankapp app will simplify your transactions. thanks, tika.",3 days 15:39:00,4.0034385
1247,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 5 days 10:42:00 for the developer to reply to a user's review. thanks for your feedback. we hope the bankapp app simplifies your transactions. cheers, una.",5 days 10:42:00,4.0286484
1248,the number of likes for this review is 0. the version of the app is 32.0. very cool,4,0,32.0,"it took 0 days 01:08:00 for the developer to reply to a user's review. hello bank friend, we appreciate you utilizing the bankapp app. let us streamline and simplify your daily transactions. thanks~mia",0 days 01:08:00,3.934864
1249,"the number of likes for this review is 0. the version of the app is nan. i simply tried to sign up, but the video recording keeps malfunctioning; the app is terrible.",0,0,,"it took 0 days 00:40:00 for the developer to reply to a user's review. dear bank friends, we apologize for any inconvenience caused. when performing face verification, ensure the video is clear, well-lit, and free of obstructions covering the face. periodically repeat the process and confirm a stable internet connection. if you encounter no issues, we would appreciate a -star rating from you. thank you! ~belin",0 days 00:40:00,0.042135738
1250,the number of likes for this review is 0. the version of the app is 33.0. the update on the incoming fund transfer appears to be delayed.,2,0,33.0,"it took 0 days 20:00:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you faced. to follow up, kindly send the problem details through bank whatsapp service at or email bankapp.co.id. thanks~heru",0 days 20:00:00,2.301043
1251,the number of likes for this review is 0. the version of the app is 33.0. extremely useful.,4,0,33.0,"it took 0 days 00:39:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. let us simplify and streamline your daily transactions. thanks~mia",0 days 00:39:00,3.9361591
1252,the number of likes for this review is 0. the version of the app is 33.0. very satisfied,3,0,33.0,"it took 0 days 14:55:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore the other exciting features that simplify transactions. thanks, arum",0 days 14:55:00,4.006827
1253,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:19:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, asri.",0 days 00:19:00,4.000741
1254,the number of likes for this review is 0. the version of the app is 32.0. simple and beneficial.,4,0,32.0,it took 0 days 00:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and remind you to explore other exciting features that simplify transactions. thanks~mawar,0 days 00:06:00,3.803966
1255,the number of likes for this review is 0. the version of the app is 33.0. stay firm.,4,0,33.0,"it took 0 days 16:56:00 for the developer to reply to a user's review. dear bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 16:56:00,3.8730364
1256,the number of likes for this review is 0. the version of the app is 33.0. very fast in transactions.,4,0,33.0,"it took 0 days 02:23:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",0 days 02:23:00,3.929175
1257,the number of likes for this review is 0. the version of the app is 33.0. hard,0,0,33.0,"it took 0 days 00:14:00 for the developer to reply to a user's review. hello bank friend, we apologize for any trouble you experienced during your transaction. to resolve this, kindly provide detailed information via whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating. thanks~diva",0 days 00:14:00,0.3165408
1258,the number of likes for this review is 0. the version of the app is nan. extremely useful and highly pleased with the bankapp app.,4,0,,"it took 0 days 01:37:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features designed to simplify transactions for bank friends. thanks, rida.",0 days 01:37:00,3.8406608
1259,the number of likes for this review is 0. the version of the app is 33.0. a well-designed app is extremely beneficial for bank customers.,4,0,33.0,"it took 11 days 03:18:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks! ~belin",11 days 03:18:00,4.023567
1260,the number of likes for this review is 0. the version of the app is 32.0. secure and beneficial,4,0,32.0,"it took 4 days 09:04:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp application simplifies your transactions. thanks~mia",4 days 09:04:00,3.903455
1261,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 15 days 08:47:00 for the developer to reply to a user's review. hello bank friends, we appreciate your feedback. please keep boosting your banking activities through the bankapp app. thanks, rida",15 days 08:47:00,3.9352517
1262,"the number of likes for this review is 0. the version of the app is 33.0. facilitate transactions, and what other goods are being sold online?",4,0,33.0,"it took 0 days 01:27:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. do not forget to check out the other convenient features for transactions. thanks~dio",0 days 01:27:00,2.611753
1263,the number of likes for this review is 0. the version of the app is 32.0. everything is fine.,4,0,32.0,"it took 0 days 00:13:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for hassle-free transactions. thanks, oscar.",0 days 00:13:00,3.7859693
1264,the number of likes for this review is 0. the version of the app is 33.0. facilitate transactions at any time and in any place.,4,0,33.0,it took 0 days 00:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that simplify transactions for bank friends. thanks~winky,0 days 00:32:00,3.9507716
1265,the number of likes for this review is 0. the version of the app is 33.0. 👍,4,0,33.0,"it took 0 days 16:09:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us streamline and simplify your everyday transactions. thanks~bevi",0 days 16:09:00,4.0034385
1266,"the number of likes for this review is 0. the version of the app is nan. i encountered difficulties while trying to add funds via bankapp, receiving the message ""number not found"" despite the number being correct but unable to locate the fund account.",3,0,,"it took 22 days 17:23:00 for the developer to reply to a user's review. dear friend bank, we apologize for the inconvenience caused. to proceed, please share the specifics of the issue through whatsapp at or via email at bankapp.co.id. thanks~arum",22 days 17:23:00,0.25778678
1267,the number of likes for this review is 0. the version of the app is nan. easy,3,0,,"it took 1 days 21:44:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp; let us simplify and streamline your everyday transactions. thanks, bevi.",1 days 21:44:00,3.847874
1268,the number of likes for this review is 0. the version of the app is 33.0. registrasi selalu gagal,4,0,33.0,"it took 0 days 13:51:00 for the developer to reply to a user's review. thank you for the feedback, bank friend. we hope the bankapp app simplifies your transactions. cheers, arthur",0 days 13:51:00,0.4006727
1269,the number of likes for this review is 0. the version of the app is 25.0. ideal for simplifying any transaction.,1,0,25.0,"it took 0 days 14:05:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. if everything is satisfactory, we hope for a -star rating from you. thanks, diva.",0 days 14:05:00,3.8573685
1270,"the number of likes for this review is 0. the version of the app is 33.0. the phrase ""bankapp stopped"" constantly appears even when the user is signed in.",0,0,33.0,"it took 0 days 04:09:00 for the developer to reply to a user's review. dear bank friend, we want to let you know that the bankapp application network is functioning properly. kindly try again periodically, ensuring that your internet connection is stable and that you are using the latest version of the bankapp app. if everything works well for you, we would appreciate a -star rating. thanks, galih.",0 days 04:09:00,0.31637812
1271,"the number of likes for this review is 0. the version of the app is 33.0. apologies for asking for my user id terblbagusir, but in the bankapp app, there is no option to reset the password. what should i do?",4,0,33.0,"it took 0 days 05:53:00 for the developer to reply to a user's review. hello bank friend, right now, the forgot password feature in the bankapp app is functioning properly. we suggest you reinstall the bankapp app first. thanks, ulfa.",0 days 05:53:00,2.4232135
1272,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 0 days 04:05:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, rida.",0 days 04:05:00,3.833271
1273,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,"it took 2 days 19:05:00 for the developer to reply to a user's review. thank you for your feedback. we hope that the bankapp app simplifies your transactions. thanks, tika.",2 days 19:05:00,3.9550464
1274,the number of likes for this review is 0. the version of the app is nan. ribet,1,0,,"it took 0 days 05:42:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, please email the problem details to bankapp.co.id. if everything is running smoothly, we had appreciate a -star rating from you. thanks~sora",0 days 05:42:00,3.963051
1275,the number of likes for this review is 0. the version of the app is 33.0. mantab,4,0,33.0,"it took 0 days 03:58:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features designed to simplify transactions for bank friends. thanks, ulfa.",0 days 03:58:00,3.9795766
1276,the number of likes for this review is 0. the version of the app is nan. baguse,4,0,,"it took 0 days 04:34:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, uswah.",0 days 04:34:00,3.9939668
1277,"the number of likes for this review is 1. the version of the app is 33.0. great. previously, i was able to do banking through my cellphone, but now i cannot, said my friend. however, i successfully managed to use this app for banking last month without needing to visit the bank again.",3,1,33.0,"it took 3 days 22:46:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~mia",3 days 22:46:00,3.7297795
1278,"the number of likes for this review is 0. the version of the app is nan. the bankapp application is very helpful. it is easy to use, and transactions are processed quickly. i am extremely satisfied with using bankapp. 👍👍👍👍👍",4,0,,"it took 0 days 01:31:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, ulfa.",0 days 01:31:00,3.8093026
1279,"the number of likes for this review is 0. the version of the app is 33.0. hello bankapp, i transferred my registered card number to a new phone. when i attempted to log in, it said the username and password were incorrect. however, i have not changed them, and they should be correct. could you help resolve this issue? 🙏",4,0,33.0,"it took 2 days 02:43:00 for the developer to reply to a user's review. dear bank friend, we would like to let you know that the bankapp application network is functioning normally at the moment. please try again at intervals, ensuring your internet connection is steady, the password's capitalization is accurate, and the latest version of the bankapp app is installed. if you encounter no issues, we would appreciate a -star rating from you. thanks~najwa",2 days 02:43:00,0.90368986
1280,the number of likes for this review is 0. the version of the app is nan. this is the game min kbagus told to enter the account number but the bank account number is while in the column filling in the account number only digits what is the game? give me a solution,0,0,,"it took 0 days 00:02:00 for the developer to reply to a user's review. hello bank friend, we would like to notify you that a bank account number is made up of digits. please verify the account number in your passbook. if everything is fine, we hope you can give us stars. thanks~banu",0 days 00:02:00,0.47536075
1281,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 0 days 16:35:00 for the developer to reply to a user's review. we appreciate your feedback. keep enhancing your banking experience with the bankapp app. thanks, diva.",0 days 16:35:00,3.9466426
1282,the number of likes for this review is 0. the version of the app is nan. effortless dealing with transactions.,4,0,,"it took 0 days 03:28:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. your input will help us enhance the bankapp app for better user convenience and comfort. thanks~erza",0 days 03:28:00,3.7855937
1283,the number of likes for this review is 0. the version of the app is 28.0. very helpful,4,0,28.0,"it took 14 days 02:07:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other useful features for hassle-free transactions. thanks, una!",14 days 02:07:00,3.7386887
1284,the number of likes for this review is 0. the version of the app is 33.0. siipp and good service,4,0,33.0,"it took 0 days 02:33:00 for the developer to reply to a user's review. hello bank friend, thank you for utilizing the bankapp app; let’s simplify and streamline your everyday transactions. thanks, mia.",0 days 02:33:00,3.9206822
1285,the number of likes for this review is 0. the version of the app is 33.0. bagus mak nyuss,4,0,33.0,"it took 9 days 21:43:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to try out our other exciting features for hassle-free transactions. thanks, yuka.",9 days 21:43:00,3.6982708
1286,the number of likes for this review is 0. the version of the app is 33.0. very easy to transact,4,0,33.0,"it took 0 days 00:23:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. your review helps us enhance the bankapp app for better customer satisfaction and comfort. thanks, erza.",0 days 00:23:00,3.9254847
1287,the number of likes for this review is 0. the version of the app is 32.0. out of bias,4,0,32.0,"it took 12 days 19:08:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app will simplify your transactions. best, uswah",12 days 19:08:00,3.648609
1288,the number of likes for this review is 0. the version of the app is nan. excellent and extremely useful.,4,0,,"it took 0 days 01:33:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore its other exciting features that simplify transactions. thanks~sora",0 days 01:33:00,3.8581295
1289,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,4,0,33.0,it took 0 days 04:55:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore its various interesting features to simplify your transactions. thanks! ~galih,0 days 04:55:00,3.9833329
1290,the number of likes for this review is 0. the version of the app is 33.0. is it okay to deposit cash at the atm in the application?,4,0,33.0,"it took 0 days 17:05:00 for the developer to reply to a user's review. dear bank customer, thank you for your feedback. we suggest updating to the latest version of bankapp. if issues persist, kindly email the details to bankapp.co.id. thanks, arthur.",0 days 17:05:00,2.1503325
1291,the number of likes for this review is 0. the version of the app is 33.0. the challenge of seeking forgiveness.,4,0,33.0,"it took 0 days 09:25:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other fascinating features designed to simplify transactions for bank friends. thanks, uswah",0 days 09:25:00,0.6177187
1292,the number of likes for this review is 0. the version of the app is 32.0. excellent job! 👍👍👍👍,4,0,32.0,"it took 0 days 02:39:00 for the developer to reply to a user's review. hello friend bank, thank you for utilizing the bankapp app and remember to explore other fascinating features that simplify transactions. thanks~rida",0 days 02:39:00,4.04303
1293,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 00:32:00 for the developer to reply to a user's review. hello friend bank, we appreciate your review. this feedback will help us improve the bankapp application for better customer convenience and comfort. thanks, erza",0 days 00:32:00,3.8135233
1294,"the number of likes for this review is 0. the version of the app is 32.0. why is my balance frequently reduced by amounts such as , , or even ,? does this regularly happen to anyone else, or is it just me?",4,0,32.0,"it took nan for the developer to reply to a user's review. dear bank friend, we are sorry for any issues you have encountered. to proceed further, please provide the specifics of the problem using telegram at ://t.me/bankapp or email us at bankapp.co.id. thanks~kei",,1.5405239
1295,the number of likes for this review is 0. the version of the app is 33.0. simple and functional,4,0,33.0,"it took 0 days 00:32:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. regards, tika",0 days 00:32:00,3.6661732
1296,the number of likes for this review is 0. the version of the app is 33.0. cepat dan mudah,4,0,33.0,it took 0 days 09:56:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks~una,0 days 09:56:00,3.880546
1297,the number of likes for this review is 0. the version of the app is 32.0. good,3,0,32.0,"it took 0 days 00:51:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other fascinating features to simplify your transactions. thanks, arum.",0 days 00:51:00,3.7394998
1298,"the number of likes for this review is 0. the version of the app is 32.0. i'm having a really tough time with this bankapp. i still have plenty of balance, even though i spent less while shopping. but the top-up feature frequently fails, often resulting in errors where the money cannot be used. it is very inconvenient.",0,0,32.0,"it took 0 days 15:06:00 for the developer to reply to a user's review. bank customer, kindly forward the issue details to bankapp.co.id via email. if everything is satisfactory, we would appreciate a -star rating from you. thanks~mawar",0 days 15:06:00,0.025756417
1299,the number of likes for this review is 0. the version of the app is 33.0. sangat membatu untuk segala urusan pbagusonya bankapp i love it👍 jaya terus untuk bankapp bank,4,0,33.0,"it took 0 days 19:55:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features to simplify your transactions. thanks, lily.",0 days 19:55:00,3.983442
1300,"the number of likes for this review is 0. the version of the app is 33.0. i want to register, but it is very difficult. even though the signal is full, it keeps repeating. please make it easier because this is really frustrating.",0,0,33.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. hello bank friend, kindly provide full information through whatsapp at or email bankapp.co.id for verification and further action. if everything is satisfactory, we look forward to a -star rating from your friend. thanks~una",0 days 00:48:00,0.07245509
1301,the number of likes for this review is 0. the version of the app is 33.0. the time it took to withdraw from p*l was astonishingly long!,0,0,33.0,"it took 2 days 05:46:00 for the developer to reply to a user's review. hello bank friend, if your bank account is the one receiving funds, kindly notify paypal about any issues you encounter. thanks~diva",2 days 05:46:00,0.087134466
1302,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:50:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app will simplify your transactions. thanks, una.",0 days 00:50:00,3.9385867
1303,the number of likes for this review is 0. the version of the app is 22.0. pleasant,4,0,22.0,"it took 0 days 00:05:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app simplifies transactions for you. thanks, sammy.",0 days 00:05:00,3.7065437
1304,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 13:44:00 for the developer to reply to a user's review. dear bank user, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, arthur",0 days 13:44:00,3.8962889
1305,the number of likes for this review is 0. the version of the app is 33.0. simple and quick.,4,0,33.0,"it took 0 days 07:08:00 for the developer to reply to a user's review. we appreciate your feedback, keep enhancing your banking experiences with bankapp. thanks~uswah",0 days 07:08:00,3.7434132
1306,"the number of likes for this review is 1. the version of the app is 33.0. kovbagus face verification is not working. it is similar to what i experienced when i contacted the official bank number via whatsapp and got a response apologizing and suggesting to update the app first. there are numerous negative comments about this app, especially regarding face verification. i've attempted over a hundred times but still have not succeeded. this app is unreliable.",0,1,33.0,"it took 14 days 18:04:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, please provide the problem details via whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~diva",14 days 18:04:00,0.11563367
1307,"the number of likes for this review is 0. the version of the app is nan. the finest things are the most excellent, and they also appear well.",4,0,,it took 0 days 00:27:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app will simplify your transactions. thanks ~ chess,0 days 00:27:00,3.8648198
1308,the number of likes for this review is 0. the version of the app is 33.0. why is it difficult for me to log in,0,0,33.0,"it took 0 days 11:59:00 for the developer to reply to a user's review. dear bank buddy, we have verified that the bankapp login is functioning normally. please continue to verify regularly by ensuring that you have entered the correct user id and password. if you encounter any issues, kindly provide the details via email at bankapp.co.id. if everything is working fine, we would appreciate it if you could rate us stars. thank you~bevi",0 days 11:59:00,1.7704443
1309,"the number of likes for this review is 0. the version of the app is 32.0. thank goodness, we have successfully registered with bank mo. the app makes our banking transactions more convenient.",4,0,32.0,"it took nan for the developer to reply to a user's review. dear bank friend, we are sorry for any inconvenience caused. if you encounter any issues, kindly provide the details by emailing bankapp.co.id. if everything is fine, we would appreciate a -star rating. thanks~arthur",,3.9127076
1310,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 00:11:00 for the developer to reply to a user's review. thank you for the feedback; please keep enhancing banking transactions through the bankapp app. thanks, diva.",0 days 00:11:00,3.9125786
1311,the number of likes for this review is 0. the version of the app is nan. pleasant.,4,0,,"it took 0 days 01:18:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore other exciting features for effortless transactions. thanks, oscar.",0 days 01:18:00,3.8302488
1312,the number of likes for this review is 0. the version of the app is 32.0. mantap bankapp,4,0,32.0,"it took 0 days 01:09:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your review. please keep boosting your banking transactions with the bankapp app. thanks, rida.",0 days 01:09:00,3.904512
1313,the number of likes for this review is 0. the version of the app is 33.0. extremely useful and easy to use with bank mo. thank you.,4,0,33.0,"it took 0 days 19:29:00 for the developer to reply to a user's review. hello bank friend, we appreciate you using the bankapp app. remember to explore more convenient features for your transactions. thanks, rida.",0 days 19:29:00,3.9371262
1314,the number of likes for this review is 0. the version of the app is 33.0. bankapp is cool,4,0,33.0,"it took 0 days 00:53:00 for the developer to reply to a user's review. thank you for the feedback. we hope that the bankapp app will simplify your transactions. thanks, chess",0 days 00:53:00,3.921865
1315,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,"it took 0 days 19:17:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, diva.",0 days 19:17:00,3.7309897
1316,"the number of likes for this review is 0. the version of the app is nan. continue the excellent work, bankapp.",4,0,,it took 0 days 03:17:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and remind you to explore other exciting features that simplify transactions for bank friends. thanks! ~najwa,0 days 03:17:00,4.0363464
1317,the number of likes for this review is 0. the version of the app is 21.0. facilitate other needs,3,0,21.0,"it took 0 days 05:54:00 for the developer to reply to a user's review. we appreciate your review. we hope the bankapp app will simplify your transactions. if you find bankapp easy to use, we look forward to receiving a -star rating from you. thanks! -lena",0 days 05:54:00,3.640364
1318,"the number of likes for this review is 0. the version of the app is 33.0. extremely simple, stable, and useful feature.",4,0,33.0,"it took 0 days 00:54:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks, una",0 days 00:54:00,3.9953682
1319,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 0 days 05:55:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us simplify and streamline your daily transactions. thanks, bevi.",0 days 05:55:00,4.0286484
1320,the number of likes for this review is 0. the version of the app is 33.0. most excellent.,4,0,33.0,"it took 0 days 01::00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, una.",0 days 01::00,3.9454896
1321,the number of likes for this review is 0. the version of the app is nan. very useful.,4,0,,"it took 0 days 20:01:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore the other exciting features that simplify your transactions. thanks, mawar.",0 days 20:01:00,3.8622289
1322,the number of likes for this review is 0. the version of the app is 33.0. excellent distress,4,0,33.0,"it took 0 days 22:22:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep boosting your banking activities through the bankapp app. thanks~rida",0 days 22:22:00,3.939332
1323,the number of likes for this review is 1. the version of the app is 33.0. lancar,4,1,33.0,it took 2 days 19:21:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features designed to simplify transactions for bank users. thanks! ~najwa,2 days 19:21:00,3.9091382
1324,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu sekali dalam keadaan darurat,4,0,33.0,"it took 1 days 20:30:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks, najwa",1 days 20:30:00,3.9502935
